"","habitatbenthopelagic","habitatdemersal","habitatpelagic","c_m","tm","Lm","tmax","K","Woo","M","TLDiet","Loo","fecundity","Min_caudalpeduncle_depth","Lower_jaw_length","Max_body_depth","Max_body_width","Temperature"
"Abudefduf_abdominalis",2.90640234201359,1.22649515000338,25.4158988679701,11.2143820804206,62.4693666331683,2.35869239774734,1.01688022711196,3.4160689141194,0.774008319604551,8.21302417849643,0,0.686006932459165,1.44430077200187,0,0,0,0,0
"Abudefduf_bengalensis",2.85509719132152,5.08280816632945,5.42659856254167,11.5253445758104,53.7693757925285,2.40162920823177,1.01440833149491,3.88708782219812,0.797224609181471,9.14246031142767,0,0.704693546908405,1.43306845747453,0,0,0,0,0
"Abudefduf_concolor",0.763521126617243,1.04697397659959,3.36629051119367,11.4837229510036,8.17104088592792,1.90273206517427,1.18078663461108,5.21270375285263,0.685924524137022,10.4858739095427,0,0.617636601073773,1.64375484826112,0,0,0,0,0
"Abudefduf_conformis",0.753184644357606,1.04138398441256,3.36684726745996,11.3435589772065,8.5511514173961,1.89133396810493,1.02750448514895,4.56953005041364,0.714529194981695,7.27377686385711,0,0.652868772265827,1.62499386224873,0.0301456516270891,0.0350105114086339,0.188067064256821,0.0359396614927107,0
"Abudefduf_declivifrons",0.757018069576521,1.04432962563169,3.36458915728104,11.5117303499326,8.66671980581849,1.90417415642007,1.22859417533548,5.23510427268583,0.710818858376557,8.63502261334364,0,0.626920230148101,1.60848951507387,0,0,0,0,0
"Abudefduf_hoefleri",0.756841938272026,1.04442853563725,3.36408552012858,11.3478770064327,8.53774954487054,1.88041111618465,1.02647967524812,4.3860176720377,0.673989975088771,6.99678203856996,0,0.632995374710498,1.60154678564107,0.0313974781012616,0.038305820136897,0.175467266200638,0.0335423564411521,0.0226810632728801
"Abudefduf_lorenzi",0.764110740697893,1.04836962669618,3.36360029312124,11.3351782354974,9.33298003661587,1.89625330512741,1.02362008664336,4.06593346421731,0.748365048719969,5.59558917221121,0,0.669893493375513,1.59043137868892,0,0,0,0,0
"Abudefduf_margariteus",2.73535368042086,2.95340328809099,3.37217636532501,11.2718083631463,8.20418306884563,1.88190157416478,1.35911604144846,5.26025149452521,0.866955554580802,12.8750515351814,0,0.705221967717957,1.68406659328439,0,0,0,0,0.0551628993243355
"Abudefduf_natalensis",0.75046821496874,1.04088832041258,3.36479049449649,11.3438684103164,8.06668073635879,1.85831796107732,1.08917289692894,4.44003641762876,0.701189514722602,7.81774428318676,0,0.646770902992813,1.60426746156458,0.03088454274352,0.0557209926232872,0.301806164930884,0.0554155695991552,0
"Abudefduf_nigrimargo",0.749818390985679,1.03895155365043,3.36862895154337,11.3403680443486,8.31668759309633,1.88927389200562,1.04556950122365,4.73749129186886,0.739362086295722,8.08678802511648,0,0.664143369968464,1.64423460885751,0.0201549388519649,0.0267115720479831,0.11701877582044,0.0278387150079704,0.0213840810989948
"Abudefduf_notatus",0.753882021454094,1.04180246591917,3.36637180982361,11.3466214540904,8.94097660967964,1.91652458239186,1.09705921558745,4.59992257598879,1.05481151748122,6.62665083096872,0,0.820408246128459,1.62537443008061,0,0,0,0,0
"Abudefduf_saxatilis",0.753554300529423,1.42073527074351,2.40530159457863,12.2574832087835,9.16675208137744,2.66937346020237,1.35901957081788,5.92774075500676,1.97336880082325,18.3738021437161,0,1.0876010995773,2.22143313509559,0,0,0,0,0
"Abudefduf_septemfasciatus",0.856800144357853,1.41704549683341,2.39292273220419,12.3519966532805,10.0205480212863,2.75019451433143,1.35153837210288,5.6971199052665,1.29510548293788,19.9747746016122,0,0.809113419154873,2.25430904338353,0,0,0,0,0
"Abudefduf_sexfasciatus",0.928850002229449,1.45514819161128,2.39028289834353,12.0559315997204,9.87640096125927,2.7917863211074,1.2537052776586,5.15046578707412,1.21724567677811,22.8940855429666,0,0.818508477542636,2.24058255106295,0,0,0,0,0
"Abudefduf_sordidus",0.88160190832658,1.42782703844679,2.3922013170217,12.3434812222423,9.86289079459675,2.81246223075647,1.40795764748584,6.05676145080758,1.4131570559766,22.4170790105191,0,0.865988448557643,2.27173730104848,0,0,0,0,0
"Abudefduf_sparoides",0.857731464233599,1.41791379957924,2.39249686278933,12.2781795088476,9.19658217030303,2.71144553749938,1.1991104693181,5.32064750346083,1.29401110327706,29.6572868593906,0,0.832839160803761,2.26083331205018,0,0,0,0,0
"Abudefduf_taurus",12.7150336409968,0.446091201423826,18.1025090319446,8.38896950981335,12.5907968938983,3.06933702059764,1.40516997469121,8.90616796187531,0.596689520688777,10.1100841478899,0,0.477600274243066,2.75390179177905,0,0,0,0,0
"Abudefduf_troschelii",0.789737541343875,1.47051088783598,2.855885054011,10.3638451914613,4.69658770438993,2.86732819709925,3.33681486706922,32.1938684018083,3.03954051517257,3.08974124898855,0,1.29553176851068,2.20090961288896,0,0,0,0,0
"Abudefduf_vaigiensis",0.484361824845718,1.0052013183035,2.26627418434131,14.5491633434278,42.0238293348679,3.34535218823328,1.80565182027339,0,0,6.03169481971038,0,0,2.20119440547777,0,0,0,0,0
"Abudefduf_whitleyi",0.285345308902847,0.458136026006196,2.35996796493915,14.2780580461721,52.1983985865746,3.01671754727538,0.999206473909726,11.7001258587006,0.963544436472921,4.16125170622282,0,0.827457006758256,1.9687321006478,0,0,0,0,0
"Abyssoberyx_levisquamosus",0.114122333132588,0.129033310860009,0.246139082855265,11.1265787984931,31.7007410546217,1.02985222785381,1.22689525558771,5.00408602520435,0.432085126459942,4.82902915534871,0,0.27055515153755,0.548671574839648,0.0734177593991717,0.0404331078906924,0.369796821659262,0.0319288262082129,0.0223706213800018
